,income,income_index,disparity,capacity,workload,total,actual,actual_avg
190,4.641588833612782e-06,3,1,79.06043210907701,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
191,4.641588833612782e-06,3,1,104.81131341546852,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
192,4.641588833612782e-06,3,1,138.9495494373136,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
193,4.641588833612782e-06,3,1,184.20699693267164,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
194,4.641588833612782e-06,3,1,244.205309454865,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
195,4.641588833612782e-06,3,1,323.745754281764,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
196,4.641588833612782e-06,3,1,429.1934260128778,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
197,4.641588833612782e-06,3,1,568.9866029018293,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
198,4.641588833612782e-06,3,1,754.3120063354608,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
199,4.641588833612782e-06,3,1,1000.0,4.641588833612782e-06,146.37714545681249,146.27688249642873,4.63840951599533e-06
200,7.742636826811277e-06,4,1,0.001,7.742636826811277e-06,244.17179497032004,127.41393107643879,4.040269250267592e-06
201,7.742636826811277e-06,4,1,0.0013257113655901094,7.742636826811277e-06,244.17179497032004,128.22218493478968,4.065898811985974e-06
202,7.742636826811277e-06,4,1,0.0017575106248547913,7.742636826811277e-06,244.17179497032004,129.1547855405791,4.095471383199489e-06
203,7.742636826811277e-06,4,1,0.002329951810515372,7.742636826811277e-06,244.17179497032004,130.22868926845788,4.129524647021115e-06
204,7.742636826811277e-06,4,1,0.0030888435964774815,7.742636826811277e-06,244.17179497032004,131.46650461796023,4.168775514268145e-06
205,7.742636826811277e-06,4,1,0.004094915062380427,7.742636826811277e-06,244.17179497032004,132.89649221350408,4.214120123462204e-06
206,7.742636826811277e-06,4,1,0.005428675439323859,7.742636826811277e-06,244.17179497032004,134.54691267950722,4.266454613124912e-06
207,7.742636826811277e-06,4,1,0.0071968567300115215,7.742636826811277e-06,244.17179497032004,136.45450482771284,4.326943963334374e-06
208,7.742636826811277e-06,4,1,0.009540954763499945,7.742636826811277e-06,244.17179497032004,138.6616595947479,4.396932381873031e-06
209,7.742636826811277e-06,4,1,0.012648552168552958,7.742636826811277e-06,244.17179497032004,141.21924610456455,4.478032918079799e-06
210,7.742636826811277e-06,4,1,0.016768329368110083,7.742636826811277e-06,244.17179497032004,144.19226379332363,4.572306690554402e-06
211,7.742636826811277e-06,4,1,0.022229964825261943,7.742636826811277e-06,244.17179497032004,147.65419028451174,4.6820836594530616e-06
212,7.742636826811277e-06,4,1,0.029470517025518096,7.742636826811277e-06,244.17179497032004,151.70958988847505,4.810679537305779e-06
213,7.742636826811277e-06,4,1,0.03906939937054617,7.742636826811277e-06,244.17179497032004,156.48846147753554,4.96221656131201e-06
214,7.742636826811277e-06,4,1,0.0517947467923121,7.742636826811277e-06,244.17179497032004,162.16884698552587,5.1423404041579745e-06
215,7.742636826811277e-06,4,1,0.06866488450043001,7.742636826811277e-06,244.17179497032004,169.02204840685744,5.359653995651238e-06
216,7.742636826811277e-06,4,1,0.09102981779915217,7.742636826811277e-06,244.17179497032004,177.47197510779822,5.627599413616128e-06
217,7.742636826811277e-06,4,1,0.1206792640639329,7.742636826811277e-06,244.17179497032004,188.31545281474277,5.971443836083929e-06
218,7.742636826811277e-06,4,1,0.15998587196060574,7.742636826811277e-06,244.17179497032004,203.53719808132857,6.454122212117218e-06
219,7.742636826811277e-06,4,1,0.21209508879201905,7.742636826811277e-06,244.17179497032004,239.12412225854982,7.582576175118906e-06
220,7.742636826811277e-06,4,1,0.28117686979742307,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
221,7.742636826811277e-06,4,1,0.3727593720314938,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
222,7.742636826811277e-06,4,1,0.49417133613238334,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
223,7.742636826811277e-06,4,1,0.655128556859551,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
224,7.742636826811277e-06,4,1,0.868511373751352,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
225,7.742636826811277e-06,4,1,1.151395399326447,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
226,7.742636826811277e-06,4,1,1.5264179671752334,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
227,7.742636826811277e-06,4,1,2.023589647725158,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
228,7.742636826811277e-06,4,1,2.6826957952797246,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
229,7.742636826811277e-06,4,1,3.5564803062231287,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
230,7.742636826811277e-06,4,1,4.714866363457395,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
231,7.742636826811277e-06,4,1,6.25055192527397,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
232,7.742636826811277e-06,4,1,8.286427728546842,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
233,7.742636826811277e-06,4,1,10.985411419875572,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
234,7.742636826811277e-06,4,1,14.563484775012444,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
235,7.742636826811277e-06,4,1,19.306977288832496,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
236,7.742636826811277e-06,4,1,25.595479226995334,7.742636826811277e-06,244.17179497032004,243.9998155211323,7.737183394252039e-06
