,income,income_index,disparity,capacity,workload,total,actual,actual_avg,type
0,1e-06,0,1,0.001,1e-06,33.955194236166165,3.978203340995025,1.1716046013007812e-07,SetupA
1,1e-06,0,1,0.0010718913192051276,1e-06,33.955194236166165,4.061332862359375,1.1960867409467764e-07,SetupA
2,1e-06,0,1,0.0011489510001873086,1e-06,33.955194236166165,4.14942998823184,1.2220318697364318e-07,SetupA
3,1e-06,0,1,0.0012315506032928262,1e-06,33.955194236166165,4.241791859421296,1.249232991447634e-07,SetupA
4,1e-06,0,1,0.001320088400831418,1e-06,33.955194236166165,4.339524984424366,1.2780159794294555e-07,SetupA
5,1e-06,0,1,0.0014149912974345759,1e-06,33.955194236166165,4.442080742581207,1.3082192616267882e-07,SetupA
6,1e-06,0,1,0.0015167168884709225,1e-06,33.955194236166165,4.549399893262276,1.3398253913210494e-07,SetupA
7,1e-06,0,1,0.0016257556664437934,1e-06,33.955194236166165,4.659684779396119,1.3723049477873674e-07,SetupA
8,1e-06,0,1,0.0017426333860096508,1e-06,33.955194236166165,4.776907766096867,1.4068278162344252e-07,SetupA
9,1e-06,0,1,0.0018679135990207828,1e-06,33.955194236166165,4.900723184969967,1.4432921952592098e-07,SetupA
10,1e-06,0,1,0.0020022003718155844,1e-06,33.955194236166165,5.029554488832494,1.4812337823172418e-07,SetupA
11,1e-06,0,1,0.0021461411978584036,1e-06,33.955194236166165,5.164036635208527,1.5208395761848716e-07,SetupA
12,1e-06,0,1,0.002300430119772917,1e-06,33.955194236166165,5.303426206384994,1.561890635913469e-07,SetupA
13,1e-06,0,1,0.002465811075822604,1e-06,33.955194236166165,5.44807728762224,1.6044912417232015e-07,SetupA
14,1e-06,0,1,0.0026430814869741054,1e-06,33.955194236166165,5.6016874636083545,1.6497303543490885e-07,SetupA
15,1e-06,0,1,0.002833096101839324,1e-06,33.955194236166165,5.761301421874015,1.6967376166498401e-07,SetupA
16,1e-06,0,1,0.0030367711180354575,1e-06,33.955194236166165,5.929895997716542,1.746389724367907e-07,SetupA
17,1e-06,0,1,0.0032550885998350564,1e-06,33.955194236166165,6.106500607873318,1.7984008349459944e-07,SetupA
18,1e-06,0,1,0.0034891012134067737,1e-06,33.955194236166165,6.291414314012065,1.852859023828202e-07,SetupA
19,1e-06,0,1,0.0037399373024787977,1e-06,33.955194236166165,6.4763916893749975,1.9073359636765175e-07,SetupA
20,1e-06,0,1,0.004008806328898464,1e-06,33.955194236166165,6.667084231509832,1.9634960542120188e-07,SetupA
21,1e-06,0,1,0.00429700470432084,1e-06,33.955194236166165,6.867721793691337,2.022585012441798e-07,SetupA
22,1e-06,0,1,0.004605922041145104,1e-06,33.955194236166165,7.081543951849562,2.08555691279106e-07,SetupA
23,1e-06,0,1,0.004937047852839003,1e-06,33.955194236166165,7.306419029300544,2.1517839637676807e-07,SetupA
24,1e-06,0,1,0.005291978735958442,1e-06,33.955194236166165,7.541356581388135,2.2209744735155604e-07,SetupA
25,1e-06,0,1,0.005672426068491977,1e-06,33.955194236166165,7.786022586379115,2.2930300706428845e-07,SetupA
26,1e-06,0,1,0.006080224261649421,1e-06,33.955194236166165,8.036392140616416,2.3667653970268492e-07,SetupA
27,1e-06,0,1,0.00651733960488242,1e-06,33.955194236166165,8.299022332366714,2.444111554254246e-07,SetupA
28,1e-06,0,1,0.0069858797467852495,1e-06,33.955194236166165,8.577882221719701,2.526237454184356e-07,SetupA
29,1e-06,0,1,0.007488103857590023,1e-06,33.955194236166165,8.869554462410889,2.6121366679686446e-07,SetupA
30,1e-06,0,1,0.008026433522257174,1e-06,33.955194236166165,9.17098938788641,2.700911050625401e-07,SetupA
31,1e-06,0,1,0.008603464416684501,1e-06,33.955194236166165,9.491062552152862,2.7951745057241244e-07,SetupA
32,1e-06,0,1,0.009221978823334321,1e-06,33.955194236166165,9.826515477626938,2.893967392190037e-07,SetupA
33,1e-06,0,1,0.009884959046625586,1e-06,33.955194236166165,10.176334883614063,2.9969912928175776e-07,SetupA
34,1e-06,0,1,0.010595601792776159,1e-06,33.955194236166165,10.540189919635976,3.104148770168424e-07,SetupA
35,1e-06,0,1,0.01135733358343105,1e-06,33.955194236166165,10.929975374810764,3.21894291055258e-07,SetupA
36,1e-06,0,1,0.012173827277396614,1e-06,33.955194236166165,11.345786576118547,3.3414017883340144e-07,SetupA
37,1e-06,0,1,0.013049019780144023,1e-06,33.955194236166165,11.780739319631632,3.469497964413558e-07,SetupA
38,1e-06,0,1,0.01398713102647238,1e-06,33.955194236166165,12.243179760736343,3.605689431310856e-07,SetupA
39,1e-06,0,1,0.014992684327860457,1e-06,33.955194236166165,12.718312881511425,3.745618968042694e-07,SetupA
40,1e-06,0,1,0.016070528182616384,1e-06,33.955194236166165,13.221316221493886,3.893756450488655e-07,SetupA
41,1e-06,0,1,0.017225859653987867,1e-06,33.955194236166165,13.743162975962134,4.0474434308419406e-07,SetupA
42,1e-06,0,1,0.018464249428955436,1e-06,33.955194236166165,14.304890527284309,4.2128755436312965e-07,SetupA
43,1e-06,0,1,0.019791668678535563,1e-06,33.955194236166165,14.887545661151133,4.384470954246771e-07,SetupA
44,1e-06,0,1,0.021214517849106298,1e-06,33.955194236166165,15.505975702777425,4.5666022884813784e-07,SetupA
45,1e-06,0,1,0.022739657523579274,1e-06,33.955194236166165,16.141845864212137,4.75386984197462e-07,SetupA
46,1e-06,0,1,0.024374441501222206,1e-06,33.955194236166165,16.805266039456,4.949251038783196e-07,SetupA
