,income,income_index,disparity,capacity,workload,total,actual,actual_avg,type
0,1e-06,0,1,0.001,1e-06,28.166399995333148,7.048438354564762,2.5024305065099844e-07,SetupD
1,1e-06,0,1,0.0010718913192051276,1e-06,28.166399995333148,7.099331897666851,2.520499410348885e-07,SetupD
2,1e-06,0,1,0.0011489510001873086,1e-06,28.166399995333148,7.1556863831584465,2.5405071307230736e-07,SetupD
3,1e-06,0,1,0.0012315506032928262,1e-06,28.166399995333148,7.219022460468693,2.5629935488558494e-07,SetupD
4,1e-06,0,1,0.001320088400831418,1e-06,28.166399995333148,7.280855336662324,2.584946280497744e-07,SetupD
5,1e-06,0,1,0.0014149912974345759,1e-06,28.166399995333148,7.341879768650366,2.6066119875050874e-07,SetupD
6,1e-06,0,1,0.0015167168884709225,1e-06,28.166399995333148,7.404883971093662,2.628980579000298e-07,SetupD
7,1e-06,0,1,0.0016257556664437934,1e-06,28.166399995333148,7.470888890027419,2.652414524849109e-07,SetupD
8,1e-06,0,1,0.0017426333860096508,1e-06,28.166399995333148,7.541434765527556,2.677460661607284e-07,SetupD
9,1e-06,0,1,0.0018679135990207828,1e-06,28.166399995333148,7.614206596782408,2.7032970868388107e-07,SetupD
10,1e-06,0,1,0.0020022003718155844,1e-06,28.166399995333148,7.689487358598801,2.7300242660303053e-07,SetupD
11,1e-06,0,1,0.0021461411978584036,1e-06,28.166399995333148,7.766563985284501,2.757389037097965e-07,SetupD
12,1e-06,0,1,0.002300430119772917,1e-06,28.166399995333148,7.846031101768463,2.785602511707566e-07,SetupD
13,1e-06,0,1,0.002465811075822604,1e-06,28.166399995333148,7.928760469947303,2.8149741943840486e-07,SetupD
14,1e-06,0,1,0.0026430814869741054,1e-06,28.166399995333148,8.015663501222942,2.845827666548065e-07,SetupD
15,1e-06,0,1,0.002833096101839324,1e-06,28.166399995333148,8.105714533122747,2.87779878384142e-07,SetupD
16,1e-06,0,1,0.0030367711180354575,1e-06,28.166399995333148,8.198508712802816,2.9107438100127265e-07,SetupD
17,1e-06,0,1,0.0032550885998350564,1e-06,28.166399995333148,8.29657862759667,2.9455618979643703e-07,SetupD
18,1e-06,0,1,0.0034891012134067737,1e-06,28.166399995333148,8.400663596432697,2.9825155305538826e-07,SetupD
19,1e-06,0,1,0.0037399373024787977,1e-06,28.166399995333148,8.508240194820662,3.0207088079935973e-07,SetupD
20,1e-06,0,1,0.004008806328898464,1e-06,28.166399995333148,8.61344609572852,3.058060408823899e-07,SetupD
21,1e-06,0,1,0.00429700470432084,1e-06,28.166399995333148,8.725879556191819,3.0979780341562716e-07,SetupD
22,1e-06,0,1,0.004605922041145104,1e-06,28.166399995333148,8.848123279588101,3.1413786297588583e-07,SetupD
23,1e-06,0,1,0.004937047852839003,1e-06,28.166399995333148,8.980247731981898,3.188287213432863e-07,SetupD
24,1e-06,0,1,0.005291978735958442,1e-06,28.166399995333148,9.114765855648246,3.236045630178204e-07,SetupD
25,1e-06,0,1,0.005672426068491977,1e-06,28.166399995333148,9.245086588052756,3.2823138331466767e-07,SetupD
26,1e-06,0,1,0.006080224261649421,1e-06,28.166399995333148,9.38005683705294,3.3302327694526984e-07,SetupD
27,1e-06,0,1,0.00651733960488242,1e-06,28.166399995333148,9.516449213640147,3.378656608444804e-07,SetupD
28,1e-06,0,1,0.0069858797467852495,1e-06,28.166399995333148,9.655751669419944,3.428113622529259e-07,SetupD
29,1e-06,0,1,0.007488103857590023,1e-06,28.166399995333148,9.801546607120118,3.479875684058726e-07,SetupD
30,1e-06,0,1,0.008026433522257174,1e-06,28.166399995333148,9.949691906305176,3.532472202241601e-07,SetupD
31,1e-06,0,1,0.008603464416684501,1e-06,28.166399995333148,10.099640343724351,3.5857088945875353e-07,SetupD
32,1e-06,0,1,0.009221978823334321,1e-06,28.166399995333148,10.263203958105825,3.6437794284836224e-07,SetupD
33,1e-06,0,1,0.009884959046625586,1e-06,28.166399995333148,10.42406553673519,3.700890649641821e-07,SetupD
34,1e-06,0,1,0.010595601792776159,1e-06,28.166399995333148,10.600573815274819,3.7635569706976155e-07,SetupD
35,1e-06,0,1,0.01135733358343105,1e-06,28.166399995333148,10.780425683267435,3.8274103774350175e-07,SetupD
36,1e-06,0,1,0.012173827277396614,1e-06,28.166399995333148,10.972124709397931,3.8954699201203177e-07,SetupD
37,1e-06,0,1,0.013049019780144023,1e-06,28.166399995333148,11.169993377574762,3.965719891336641e-07,SetupD
38,1e-06,0,1,0.01398713102647238,1e-06,28.166399995333148,11.377509787281744,4.0393951323091133e-07,SetupD
39,1e-06,0,1,0.014992684327860457,1e-06,28.166399995333148,11.593407615257615,4.1160460560795073e-07,SetupD
40,1e-06,0,1,0.016070528182616384,1e-06,28.166399995333148,11.821473695147189,4.197017114788732e-07,SetupD
41,1e-06,0,1,0.017225859653987867,1e-06,28.166399995333148,12.05728477635349,4.2807379070691356e-07,SetupD
42,1e-06,0,1,0.018464249428955436,1e-06,28.166399995333148,12.291080838226103,4.3637433003351526e-07,SetupD
43,1e-06,0,1,0.019791668678535563,1e-06,28.166399995333148,12.540088997826485,4.452149495240773e-07,SetupD
44,1e-06,0,1,0.021214517849106298,1e-06,28.166399995333148,12.789896750562164,4.5408395723560275e-07,SetupD
45,1e-06,0,1,0.022739657523579274,1e-06,28.166399995333148,13.04849170173315,4.6326493977509884e-07,SetupD
46,1e-06,0,1,0.024374441501222206,1e-06,28.166399995333148,13.323984834565657,4.730458640771124e-07,SetupD
