#time,"""value"" from seq_no"
2018-03-30T21:35:58.277Z,130782
2018-03-30T21:35:58.316Z,130782
2018-03-30T21:36:04.311Z,130783
2018-03-30T21:36:04.33Z,130783
2018-03-30T21:36:04.348Z,130783
2018-03-30T21:36:10.483Z,130784
2018-03-30T21:36:16.516Z,130785
2018-03-30T21:36:22.626Z,130786
2018-03-30T21:36:22.627Z,130786
2018-03-30T21:36:29.036Z,130787
2018-03-30T21:36:29.038Z,130787
2018-03-30T21:36:29.086Z,130787
2018-03-30T21:36:35.366Z,130788
2018-03-30T21:36:35.371Z,130788
2018-03-30T21:36:41.619Z,130789
2018-03-30T21:36:41.625Z,130789
2018-03-30T21:36:48.02Z,130790
2018-03-30T21:36:48.021Z,130790
2018-03-30T21:36:48.06Z,130790
2018-03-30T21:36:54.656Z,130791
2018-03-30T21:36:54.657Z,130791
2018-03-30T21:37:01.153Z,130792
2018-03-30T21:37:01.158Z,130792
2018-03-30T21:37:07.686Z,130793
2018-03-30T21:37:14.299Z,130794
2018-03-30T21:37:14.3Z,130794
2018-03-30T21:37:20.978Z,130795
2018-03-30T21:37:21.01Z,130795
2018-03-30T21:37:27.814Z,130796
2018-03-30T21:37:27.814Z,130796
2018-03-30T21:37:34.428Z,130797
2018-03-30T21:37:41.162Z,130798
2018-03-30T21:37:41.163Z,130798
2018-03-30T21:37:47.791Z,130799
2018-03-30T21:37:47.791Z,130799
2018-03-30T21:38:00.79Z,130801
2018-03-30T21:38:00.791Z,130801
2018-03-30T21:38:00.824Z,130801
2018-03-30T21:38:07.41Z,130802
2018-03-30T21:38:14.039Z,130803
2018-03-30T21:38:20.657Z,130804
2018-03-30T21:38:27.056Z,130805
2018-03-30T21:38:27.092Z,130805
2018-03-30T21:38:33.616Z,130806
2018-03-30T21:38:40.063Z,130807
2018-03-30T21:38:46.464Z,130808
2018-03-30T21:38:46.499Z,130808
2018-03-30T21:38:52.88Z,130809
2018-03-30T21:38:52.915Z,130809
2018-03-30T21:38:59.324Z,130810
2018-03-30T21:39:05.596Z,130811
2018-03-30T21:39:11.966Z,130812
2018-03-30T21:39:18.327Z,130813
2018-03-30T21:39:24.689Z,130814
2018-03-30T21:39:24.727Z,130814
2018-03-30T21:39:31.162Z,130815
2018-03-30T21:39:31.197Z,130815
2018-03-30T21:39:37.753Z,130816
2018-03-30T21:39:37.828Z,130816
2018-03-30T21:39:44.299Z,130817
2018-03-30T21:39:50.82Z,130818
2018-03-30T21:39:50.82Z,130818
2018-03-30T21:39:57.159Z,130819
2018-03-30T21:39:57.17Z,130819
2018-03-30T21:39:57.194Z,130819
2018-03-30T21:40:03.821Z,130820
2018-03-30T21:40:03.825Z,130820
2018-03-30T21:40:10.552Z,130821
2018-03-30T21:40:17.218Z,130822
2018-03-30T21:40:17.218Z,130822
2018-03-30T21:40:23.865Z,130823
2018-03-30T21:40:23.894Z,130823
2018-03-30T21:40:30.6Z,130824
2018-03-30T21:40:30.601Z,130824
2018-03-30T21:40:30.671Z,130824
2018-03-30T21:40:37.381Z,130825
2018-03-30T21:40:37.414Z,130825
2018-03-30T21:40:44.21Z,130826
2018-03-30T21:40:50.791Z,130827
2018-03-30T21:40:50.792Z,130827
2018-03-30T21:40:57.584Z,130828
2018-03-30T21:41:04.308Z,130829
2018-03-30T21:41:10.927Z,130830
2018-03-30T21:41:10.938Z,130830
2018-03-30T21:41:17.497Z,130831
2018-03-30T21:41:17.501Z,130831
2018-03-30T21:41:24.129Z,130832
2018-03-30T21:41:24.132Z,130832
2018-03-30T21:41:24.165Z,130832
2018-03-30T21:41:30.715Z,130833
2018-03-30T21:41:37.307Z,130834
2018-03-30T21:41:37.338Z,130834
2018-03-30T21:41:44.06Z,130835
2018-03-30T21:41:44.069Z,130835
2018-03-30T21:41:50.705Z,130836
2018-03-30T21:41:50.749Z,130836
2018-03-30T21:41:50.754Z,130836
2018-03-30T21:41:57.498Z,130837
2018-03-30T21:41:57.502Z,130837
2018-03-30T21:41:57.534Z,130837
2018-03-30T21:42:04.348Z,130838
2018-03-30T21:42:04.382Z,130838
2018-03-30T21:42:10.968Z,130839
2018-03-30T21:42:17.884Z,130840
2018-03-30T21:42:17.888Z,130840
2018-03-30T21:42:24.646Z,130841
2018-03-30T21:42:24.65Z,130841
2018-03-30T21:42:31.409Z,130842
2018-03-30T21:42:31.445Z,130842
2018-03-30T21:42:38.417Z,130843
2018-03-30T21:42:45.455Z,130844
2018-03-30T21:42:45.487Z,130844
2018-03-30T21:42:52.549Z,130845
2018-03-30T21:42:52.553Z,130845
2018-03-30T21:42:59.452Z,130846
2018-03-30T21:43:06.441Z,130847
2018-03-30T21:43:06.488Z,130847
2018-03-30T21:43:13.597Z,130848
2018-03-30T21:43:20.577Z,130849
2018-03-30T21:43:27.65Z,130850
2018-03-30T21:43:34.87Z,130851
2018-03-30T21:43:34.902Z,130851
2018-03-30T21:43:42.119Z,130852
2018-03-30T21:43:42.155Z,130852
2018-03-30T21:43:49.471Z,130853
2018-03-30T21:43:49.472Z,130853
2018-03-30T21:43:56.868Z,130854
2018-03-30T21:43:56.872Z,130854
2018-03-30T21:44:04.07Z,130855
2018-03-30T21:44:04.08Z,130855
2018-03-30T21:44:11.502Z,130856
2018-03-30T21:44:18.979Z,130857
2018-03-30T21:44:26.244Z,130858
2018-03-30T21:44:26.278Z,130858
2018-03-30T21:44:33.749Z,130859
2018-03-30T21:44:33.749Z,130859
2018-03-30T21:44:41.075Z,130860
2018-03-30T21:44:41.078Z,130860
2018-03-30T21:44:48.578Z,130861
2018-03-30T21:44:48.606Z,130861
2018-03-30T21:44:48.611Z,130861
2018-03-30T21:44:56.152Z,130862
2018-03-30T21:45:03.708Z,130863
2018-03-30T21:45:11.14Z,130864
2018-03-30T21:45:11.171Z,130864
2018-03-30T21:45:18.507Z,130865
2018-03-30T21:45:18.507Z,130865
2018-03-30T21:45:25.618Z,130866
2018-03-30T21:45:25.622Z,130866
2018-03-30T21:45:32.6Z,130867
2018-03-30T21:45:39.756Z,130868
2018-03-30T21:45:39.793Z,130868
2018-03-30T21:45:46.942Z,130869
2018-03-30T21:45:53.902Z,130870
2018-03-30T21:46:00.886Z,130871
2018-03-30T21:46:00.921Z,130871
2018-03-30T21:46:07.97Z,130872
2018-03-30T21:46:14.96Z,130873
2018-03-30T21:46:21.888Z,130874
2018-03-30T21:46:28.869Z,130875
2018-03-30T21:46:35.628Z,130876
2018-03-30T21:46:42.206Z,130877
2018-03-30T21:46:42.24Z,130877
2018-03-30T21:46:48.858Z,130878
2018-03-30T21:46:48.893Z,130878
2018-03-30T21:46:55.621Z,130879
2018-03-30T21:46:55.621Z,130879
2018-03-30T21:47:02.38Z,130880
2018-03-30T21:47:02.38Z,130880
2018-03-30T21:47:08.924Z,130881
2018-03-30T21:47:15.718Z,130882
2018-03-30T21:47:15.718Z,130882
2018-03-30T21:47:15.759Z,130882
2018-03-30T21:47:22.523Z,130883
2018-03-30T21:47:28.998Z,130884
2018-03-30T21:47:35.491Z,130885
2018-03-30T21:47:35.492Z,130885
2018-03-30T21:47:35.526Z,130885
2018-03-30T21:47:42.058Z,130886
2018-03-30T21:47:42.077Z,130886
2018-03-30T21:47:42.105Z,130886
2018-03-30T21:47:48.643Z,130887
2018-03-30T21:47:48.747Z,130887
2018-03-30T21:47:55.191Z,130888
2018-03-30T21:48:01.672Z,130889
2018-03-30T21:48:08.372Z,130890
2018-03-30T21:48:14.928Z,130891
2018-03-30T21:48:14.97Z,130891
2018-03-30T21:48:21.587Z,130892
2018-03-30T21:48:28.022Z,130893
2018-03-30T21:48:28.023Z,130893
2018-03-30T21:48:34.481Z,130894
2018-03-30T21:48:40.914Z,130895
2018-03-30T21:48:40.938Z,130895
2018-03-30T21:48:47.419Z,130896
2018-03-30T21:48:47.422Z,130896
2018-03-30T21:48:53.816Z,130897
2018-03-30T21:48:53.852Z,130897
2018-03-30T21:49:00.382Z,130898
2018-03-30T21:49:06.971Z,130899
2018-03-30T21:49:06.971Z,130899
2018-03-30T21:49:07.008Z,130899
2018-03-30T21:49:13.468Z,130900
2018-03-30T21:49:13.499Z,130900
2018-03-30T21:49:20.103Z,130901
2018-03-30T21:49:20.104Z,130901
2018-03-30T21:49:26.825Z,130902
2018-03-30T21:49:26.825Z,130902
2018-03-30T21:49:33.339Z,130903
2018-03-30T21:49:33.374Z,130903
2018-03-30T21:49:33.374Z,130903
2018-03-30T21:49:40.063Z,130904
2018-03-30T21:49:40.063Z,130904
2018-03-30T21:49:46.683Z,130905
2018-03-30T21:49:46.691Z,130905
2018-03-30T21:49:46.717Z,130905
2018-03-30T21:49:46.717Z,130905
2018-03-30T21:49:53.426Z,130906
2018-03-30T21:49:53.456Z,130906
2018-03-30T21:50:00.085Z,130907
2018-03-30T21:50:00.113Z,130907
2018-03-30T21:50:00.117Z,130907
2018-03-30T21:50:06.658Z,130908
2018-03-30T21:50:06.661Z,130908
2018-03-30T21:50:06.691Z,130908
2018-03-30T21:50:13.123Z,130909
2018-03-30T21:50:13.123Z,130909
2018-03-30T21:50:19.467Z,130910
2018-03-30T21:50:19.503Z,130910
2018-03-30T21:50:26.009Z,130911
2018-03-30T21:50:26.011Z,130911
2018-03-30T21:50:26.046Z,130911
2018-03-30T21:50:32.545Z,130912
2018-03-30T21:50:32.556Z,130912
2018-03-30T21:50:32.581Z,130912
2018-03-30T21:50:32.589Z,130912
2018-03-30T21:50:38.95Z,130913
2018-03-30T21:50:38.983Z,130913
2018-03-30T21:50:38.985Z,130913
2018-03-30T21:50:45.506Z,130914
2018-03-30T21:50:45.508Z,130914
2018-03-30T21:50:51.875Z,130915
2018-03-30T21:50:51.88Z,130915
2018-03-30T21:50:58.45Z,130916
2018-03-30T21:50:58.453Z,130916
2018-03-30T21:50:58.476Z,130916
2018-03-30T21:50:58.485Z,130916
2018-03-30T21:51:05.153Z,130917
2018-03-30T21:51:05.155Z,130917
2018-03-30T21:51:11.583Z,130918
2018-03-30T21:51:11.584Z,130918
2018-03-30T21:51:18.238Z,130919
2018-03-30T21:51:18.239Z,130919
2018-03-30T21:51:18.273Z,130919
2018-03-30T21:51:18.274Z,130919
2018-03-30T21:51:24.812Z,130920
2018-03-30T21:51:24.831Z,130920
2018-03-30T21:51:31.5Z,130921
2018-03-30T21:51:31.502Z,130921
2018-03-30T21:51:38.178Z,130922
2018-03-30T21:51:38.178Z,130922
2018-03-30T21:51:38.21Z,130922
2018-03-30T21:51:38.212Z,130922
2018-03-30T21:51:44.899Z,130923
2018-03-30T21:51:44.928Z,130923
2018-03-30T21:51:51.683Z,130924
2018-03-30T21:51:51.685Z,130924
2018-03-30T21:51:58.395Z,130925
2018-03-30T21:51:58.397Z,130925
2018-03-30T21:52:05.022Z,130926
2018-03-30T21:52:05.024Z,130926
2018-03-30T21:52:11.557Z,130927
2018-03-30T21:52:18.084Z,130928
2018-03-30T21:52:24.669Z,130929
2018-03-30T21:52:24.671Z,130929
2018-03-30T21:52:31.407Z,130930
2018-03-30T21:52:31.409Z,130930
2018-03-30T21:52:31.452Z,130930
2018-03-30T21:52:38.111Z,130931
2018-03-30T21:52:44.696Z,130932
2018-03-30T21:53:04.373Z,130935
2018-03-30T21:53:10.884Z,130936
2018-03-30T21:53:17.633Z,130937
2018-03-30T21:53:17.633Z,130937
2018-03-30T21:53:30.759Z,130939
2018-03-30T21:53:30.764Z,130939
2018-03-30T21:53:37.278Z,130940
2018-03-30T21:53:37.28Z,130940
2018-03-30T21:53:43.675Z,130941
2018-03-30T21:53:43.723Z,130941
2018-03-30T21:53:56.608Z,130943
2018-03-30T21:54:03.097Z,130944
2018-03-30T21:54:03.099Z,130944
2018-03-30T21:54:09.464Z,130945
2018-03-30T21:54:09.465Z,130945
2018-03-30T21:54:22.333Z,130947
2018-03-30T21:54:22.334Z,130947
2018-03-30T21:54:28.807Z,130948
2018-03-30T21:54:28.809Z,130948
2018-03-30T21:54:35.407Z,130949
2018-03-30T21:54:35.409Z,130949
2018-03-30T21:54:35.445Z,130949
2018-03-30T21:54:35.446Z,130949
2018-03-30T21:54:42.19Z,130950
2018-03-30T21:54:42.192Z,130950
2018-03-30T21:54:48.852Z,130951
2018-03-30T21:54:48.878Z,130951
2018-03-30T21:54:48.879Z,130951
2018-03-30T21:54:55.594Z,130952
2018-03-30T21:54:55.596Z,130952
2018-03-30T21:55:08.898Z,130954
2018-03-30T21:55:08.898Z,130954
2018-03-30T21:55:15.691Z,130955
2018-03-30T21:55:15.693Z,130955
2018-03-30T21:55:15.731Z,130955
2018-03-30T21:55:15.741Z,130955
2018-03-30T21:55:22.753Z,130956
2018-03-30T21:55:22.754Z,130956
2018-03-30T21:55:29.641Z,130957
2018-03-30T21:55:29.646Z,130957
2018-03-30T21:55:29.675Z,130957
2018-03-30T21:55:29.677Z,130957
2018-03-30T21:55:36.774Z,130958
2018-03-30T21:55:36.776Z,130958
2018-03-30T21:55:36.81Z,130958
2018-03-30T21:55:36.812Z,130958
2018-03-30T21:55:43.863Z,130959
2018-03-30T21:55:43.866Z,130959
2018-03-30T21:55:43.899Z,130959
2018-03-30T21:55:43.9Z,130959
2018-03-30T21:55:51.009Z,130960
2018-03-30T21:55:51.01Z,130960
2018-03-30T21:55:58.056Z,130961
2018-03-30T21:55:58.057Z,130961
2018-03-30T21:56:04.863Z,130962
2018-03-30T21:56:04.865Z,130962
2018-03-30T21:56:11.427Z,130963
2018-03-30T21:56:17.906Z,130964
2018-03-30T21:56:24.424Z,130965
2018-03-30T21:56:30.988Z,130966
2018-03-30T21:56:30.991Z,130966
2018-03-30T21:56:44.312Z,130968
2018-03-30T21:56:44.348Z,130968
2018-03-30T21:56:57.689Z,130970
2018-03-30T21:56:57.699Z,130970
2018-03-30T21:56:57.73Z,130970
2018-03-30T21:57:04.236Z,130971
2018-03-30T21:57:04.237Z,130971
2018-03-30T21:57:04.271Z,130971
2018-03-30T21:57:04.272Z,130971
2018-03-30T21:57:10.64Z,130972
2018-03-30T21:57:10.652Z,130972
2018-03-30T21:57:16.983Z,130973
2018-03-30T21:57:16.984Z,130973
2018-03-30T21:57:23.491Z,130974
2018-03-30T21:57:23.53Z,130974
2018-03-30T21:57:23.534Z,130974
2018-03-30T21:57:29.856Z,130975
2018-03-30T21:57:29.867Z,130975
2018-03-30T21:57:29.892Z,130975
2018-03-30T21:57:29.895Z,130975
2018-03-30T21:57:42.534Z,130977
2018-03-30T21:57:42.535Z,130977
2018-03-30T21:57:42.571Z,130977
2018-03-30T21:57:42.573Z,130977
2018-03-30T21:57:48.821Z,130978
2018-03-30T21:57:48.823Z,130978
2018-03-30T21:57:55.066Z,130979
2018-03-30T21:57:55.066Z,130979
2018-03-30T21:58:01.162Z,130980
2018-03-30T21:58:01.162Z,130980
2018-03-30T21:58:01.194Z,130980
2018-03-30T21:58:01.195Z,130980
2018-03-30T21:58:07.393Z,130981
2018-03-30T21:58:07.395Z,130981
2018-03-30T21:58:13.461Z,130982
2018-03-30T21:58:13.463Z,130982
2018-03-30T21:58:13.496Z,130982
2018-03-30T21:58:19.612Z,130983
2018-03-30T21:58:19.614Z,130983
2018-03-30T21:58:19.644Z,130983
2018-03-30T21:58:19.645Z,130983
2018-03-30T21:58:25.75Z,130984
2018-03-30T21:58:25.755Z,130984
2018-03-30T21:58:31.71Z,130985
2018-03-30T21:58:31.713Z,130985
2018-03-30T21:58:37.596Z,130986
2018-03-30T21:58:37.598Z,130986
2018-03-30T21:58:43.519Z,130987
2018-03-30T21:58:43.521Z,130987
2018-03-30T21:58:49.611Z,130988
2018-03-30T21:58:49.613Z,130988
2018-03-30T21:58:49.645Z,130988
2018-03-30T21:58:49.647Z,130988
2018-03-30T21:58:55.735Z,130989
2018-03-30T21:58:55.738Z,130989
2018-03-30T21:58:55.771Z,130989
2018-03-30T21:59:01.807Z,130990
2018-03-30T21:59:01.808Z,130990
2018-03-30T21:59:01.852Z,130990
2018-03-30T21:59:01.86Z,130990
2018-03-30T21:59:07.919Z,130991
2018-03-30T21:59:07.924Z,130991
2018-03-30T21:59:13.998Z,130992
2018-03-30T21:59:14Z,130992
2018-03-30T21:59:20.11Z,130993
2018-03-30T21:59:20.11Z,130993
2018-03-30T21:59:26.242Z,130994
2018-03-30T21:59:32.29Z,130995
2018-03-30T21:59:32.295Z,130995
2018-03-30T21:59:38.339Z,130996
2018-03-30T21:59:38.341Z,130996
2018-03-30T21:59:44.568Z,130997
2018-03-30T21:59:44.587Z,130997
2018-03-30T21:59:50.83Z,130998
2018-03-30T21:59:50.865Z,130998
2018-03-30T21:59:50.867Z,130998
2018-03-30T21:59:57.108Z,130999
2018-03-30T22:00:03.367Z,131000
2018-03-30T22:00:03.369Z,131000
2018-03-30T22:00:09.481Z,131001
2018-03-30T22:00:15.501Z,131002
2018-03-30T22:00:15.502Z,131002
2018-03-30T22:00:21.702Z,131003
2018-03-30T22:00:21.705Z,131003
2018-03-30T22:00:21.741Z,131003
2018-03-30T22:00:21.748Z,131003
2018-03-30T22:00:27.896Z,131004
2018-03-30T22:00:27.897Z,131004
2018-03-30T22:00:33.931Z,131005
2018-03-30T22:00:33.945Z,131005
2018-03-30T22:00:40.02Z,131006
2018-03-30T22:00:40.021Z,131006
2018-03-30T22:00:45.959Z,131007
2018-03-30T22:00:45.961Z,131007
2018-03-30T22:00:45.998Z,131007
2018-03-30T22:00:51.993Z,131008
2018-03-30T22:00:51.994Z,131008
2018-03-30T22:00:57.902Z,131009
2018-03-30T22:00:57.909Z,131009
2018-03-30T22:00:57.937Z,131009
2018-03-30T22:00:57.938Z,131009
2018-03-30T22:01:03.871Z,131010
2018-03-30T22:01:03.873Z,131010
2018-03-30T22:01:09.908Z,131011
2018-03-30T22:01:09.908Z,131011
2018-03-30T22:01:15.776Z,131012
2018-03-30T22:01:15.806Z,131012
2018-03-30T22:01:15.808Z,131012
2018-03-30T22:01:21.776Z,131013
2018-03-30T22:01:21.777Z,131013
2018-03-30T22:01:27.589Z,131014
2018-03-30T22:01:27.591Z,131014
2018-03-30T22:01:27.626Z,131014
2018-03-30T22:01:33.529Z,131015
2018-03-30T22:01:33.53Z,131015
2018-03-30T22:01:39.319Z,131016
2018-03-30T22:01:39.323Z,131016
2018-03-30T22:01:45.186Z,131017
2018-03-30T22:01:45.187Z,131017
2018-03-30T22:01:45.215Z,131017
2018-03-30T22:01:51.099Z,131018
2018-03-30T22:01:51.1Z,131018
2018-03-30T22:01:51.135Z,131018
2018-03-30T22:01:57.062Z,131019
2018-03-30T22:01:57.063Z,131019
2018-03-30T22:02:02.938Z,131020
2018-03-30T22:02:02.94Z,131020
2018-03-30T22:02:02.975Z,131020
2018-03-30T22:02:02.977Z,131020
2018-03-30T22:02:08.91Z,131021
2018-03-30T22:02:08.913Z,131021
2018-03-30T22:02:14.704Z,131022
2018-03-30T22:02:14.705Z,131022
2018-03-30T22:02:14.74Z,131022
2018-03-30T22:02:14.744Z,131022
2018-03-30T22:02:20.558Z,131023
2018-03-30T22:02:20.561Z,131023
2018-03-30T22:02:26.411Z,131024
2018-03-30T22:02:26.413Z,131024
2018-03-30T22:02:26.447Z,131024
2018-03-30T22:02:26.45Z,131024
2018-03-30T22:02:32.374Z,131025
2018-03-30T22:02:32.387Z,131025
2018-03-30T22:02:32.413Z,131025
2018-03-30T22:02:32.43Z,131025
2018-03-30T22:02:38.348Z,131026
2018-03-30T22:02:38.35Z,131026
2018-03-30T22:02:38.383Z,131026
2018-03-30T22:02:38.385Z,131026
2018-03-30T22:02:44.31Z,131027
2018-03-30T22:02:50.242Z,131028
2018-03-30T22:02:50.244Z,131028
2018-03-30T22:02:56.048Z,131029
2018-03-30T22:02:56.049Z,131029
2018-03-30T22:03:01.849Z,131030
2018-03-30T22:03:01.851Z,131030
2018-03-30T22:03:07.728Z,131031
2018-03-30T22:03:07.739Z,131031
2018-03-30T22:03:13.604Z,131032
2018-03-30T22:03:13.64Z,131032
2018-03-30T22:03:19.596Z,131033
2018-03-30T22:03:19.632Z,131033
2018-03-30T22:03:19.642Z,131033
2018-03-30T22:03:25.688Z,131034
2018-03-30T22:03:31.799Z,131035
2018-03-30T22:03:31.802Z,131035
2018-03-30T22:03:37.82Z,131036
2018-03-30T22:03:37.854Z,131036
2018-03-30T22:03:37.856Z,131036
2018-03-30T22:03:44.11Z,131037
2018-03-30T22:03:50.302Z,131038
2018-03-30T22:03:50.303Z,131038
2018-03-30T22:03:56.609Z,131039
2018-03-30T22:03:56.61Z,131039
2018-03-30T22:03:56.643Z,131039
2018-03-30T22:03:56.645Z,131039
2018-03-30T22:04:02.938Z,131040
2018-03-30T22:04:09.483Z,131041
2018-03-30T22:04:09.488Z,131041
2018-03-30T22:04:15.966Z,131042
2018-03-30T22:04:15.969Z,131042
2018-03-30T22:04:22.301Z,131043
2018-03-30T22:04:22.302Z,131043
2018-03-30T22:04:22.348Z,131043
2018-03-30T22:04:28.782Z,131044
2018-03-30T22:04:28.784Z,131044
2018-03-30T22:04:35.07Z,131045
2018-03-30T22:04:35.072Z,131045
2018-03-30T22:04:41.496Z,131046
2018-03-30T22:04:48.005Z,131047
2018-03-30T22:04:48.007Z,131047
2018-03-30T22:04:54.476Z,131048
2018-03-30T22:04:54.507Z,131048
2018-03-30T22:05:07.482Z,131050
2018-03-30T22:05:13.924Z,131051
2018-03-30T22:05:13.938Z,131051
2018-03-30T22:05:13.961Z,131051
2018-03-30T22:05:20.468Z,131052
2018-03-30T22:05:26.965Z,131053
2018-03-30T22:05:33.441Z,131054
2018-03-30T22:05:39.98Z,131055
2018-03-30T22:05:46.453Z,131056
2018-03-30T22:05:46.47Z,131056
2018-03-30T22:05:52.879Z,131057
2018-03-30T22:05:52.882Z,131057
2018-03-30T22:05:52.916Z,131057
2018-03-30T22:05:59.499Z,131058
2018-03-30T22:05:59.502Z,131058
2018-03-30T22:06:05.989Z,131059
2018-03-30T22:06:12.76Z,131060
2018-03-30T22:06:19.388Z,131061
2018-03-30T22:06:19.389Z,131061
2018-03-30T22:06:25.915Z,131062
2018-03-30T22:06:25.918Z,131062
2018-03-30T22:06:32.645Z,131063
2018-03-30T22:06:39.259Z,131064
2018-03-30T22:06:45.849Z,131065
2018-03-30T22:06:45.882Z,131065
2018-03-30T22:06:45.885Z,131065
2018-03-30T22:06:52.48Z,131066
2018-03-30T22:06:58.942Z,131067
2018-03-30T22:06:58.943Z,131067
2018-03-30T22:07:05.531Z,131068
2018-03-30T22:07:05.531Z,131068
2018-03-30T22:07:05.565Z,131068
2018-03-30T22:07:05.567Z,131068
2018-03-30T22:07:12.155Z,131069
2018-03-30T22:07:12.19Z,131069
2018-03-30T22:07:12.191Z,131069
2018-03-30T22:07:18.819Z,131070
2018-03-30T22:07:18.82Z,131070
2018-03-30T22:07:18.846Z,131070
2018-03-30T22:07:18.853Z,131070
2018-03-30T22:07:25.522Z,131071
2018-03-30T22:07:25.525Z,131071
2018-03-30T22:07:32.195Z,131072
2018-03-30T22:07:32.196Z,131072
2018-03-30T22:07:38.613Z,131073
2018-03-30T22:07:38.614Z,131073
2018-03-30T22:07:38.647Z,131073
2018-03-30T22:07:38.649Z,131073
2018-03-30T22:07:45.279Z,131074
2018-03-30T22:07:51.863Z,131075
2018-03-30T22:07:58.418Z,131076
2018-03-30T22:07:58.456Z,131076
2018-03-30T22:07:58.463Z,131076
2018-03-30T22:08:04.9Z,131077
2018-03-30T22:08:04.901Z,131077
2018-03-30T22:08:11.464Z,131078
2018-03-30T22:08:11.466Z,131078
2018-03-30T22:08:18.03Z,131079
2018-03-30T22:08:18.068Z,131079
2018-03-30T22:08:31.067Z,131081
2018-03-30T22:08:31.103Z,131081
2018-03-30T22:08:31.105Z,131081
2018-03-30T22:08:37.735Z,131082
2018-03-30T22:08:44.33Z,131083
2018-03-30T22:08:44.365Z,131083
2018-03-30T22:08:44.367Z,131083
2018-03-30T22:08:51.051Z,131084
2018-03-30T22:08:51.054Z,131084
2018-03-30T22:08:57.715Z,131085
2018-03-30T22:08:57.715Z,131085
2018-03-30T22:09:04.155Z,131086
2018-03-30T22:09:10.567Z,131087
2018-03-30T22:09:10.603Z,131087
2018-03-30T22:09:17.101Z,131088
2018-03-30T22:09:17.106Z,131088
2018-03-30T22:09:30.006Z,131090
2018-03-30T22:09:30.01Z,131090
2018-03-30T22:09:30.042Z,131090
2018-03-30T22:09:36.53Z,131091
2018-03-30T22:09:36.533Z,131091
2018-03-30T22:09:43.166Z,131092
2018-03-30T22:09:49.842Z,131093
2018-03-30T22:09:49.845Z,131093
2018-03-30T22:09:56.336Z,131094
2018-03-30T22:09:56.359Z,131094
2018-03-30T22:10:03.069Z,131095
2018-03-30T22:10:03.08Z,131095
2018-03-30T22:10:03.099Z,131095
2018-03-30T22:10:09.742Z,131096
2018-03-30T22:10:09.752Z,131096
2018-03-30T22:10:16.346Z,131097
2018-03-30T22:10:22.946Z,131098
2018-03-30T22:10:22.948Z,131098
2018-03-30T22:10:29.418Z,131099
2018-03-30T22:10:29.421Z,131099
2018-03-30T22:10:49.646Z,131102
2018-03-30T22:10:49.647Z,131102
2018-03-30T22:10:56.077Z,131103
2018-03-30T22:11:02.545Z,131104
2018-03-30T22:11:02.546Z,131104
2018-03-30T22:11:08.965Z,131105
2018-03-30T22:11:15.445Z,131106
2018-03-30T22:11:15.446Z,131106
2018-03-30T22:11:15.481Z,131106
2018-03-30T22:11:22.157Z,131107
2018-03-30T22:11:22.158Z,131107
2018-03-30T22:11:28.913Z,131108
2018-03-30T22:11:28.948Z,131108
2018-03-30T22:11:35.858Z,131109
2018-03-30T22:11:42.952Z,131110
2018-03-30T22:11:42.987Z,131110
2018-03-30T22:11:42.988Z,131110
2018-03-30T22:11:50.181Z,131111
2018-03-30T22:11:50.214Z,131111
2018-03-30T22:11:57.434Z,131112
2018-03-30T22:12:04.814Z,131113
2018-03-30T22:12:04.818Z,131113
2018-03-30T22:12:12.209Z,131114
2018-03-30T22:12:12.243Z,131114
2018-03-30T22:12:19.682Z,131115
2018-03-30T22:12:27.324Z,131116
2018-03-30T22:12:34.982Z,131117
2018-03-30T22:12:35.014Z,131117
2018-03-30T22:12:35.019Z,131117
2018-03-30T22:12:42.647Z,131118
2018-03-30T22:12:42.656Z,131118
2018-03-30T22:12:50.121Z,131119
2018-03-30T22:12:57.806Z,131120
2018-03-30T22:12:57.852Z,131120
2018-03-30T22:13:05.338Z,131121
2018-03-30T22:13:05.34Z,131121
2018-03-30T22:13:12.748Z,131122
2018-03-30T22:13:12.749Z,131122
2018-03-30T22:13:20.187Z,131123
2018-03-30T22:13:27.829Z,131124
2018-03-30T22:13:27.832Z,131124
2018-03-30T22:13:35.397Z,131125
2018-03-30T22:13:35.4Z,131125
2018-03-30T22:13:35.434Z,131125
2018-03-30T22:13:42.698Z,131126
2018-03-30T22:13:42.703Z,131126
2018-03-30T22:13:42.734Z,131126
2018-03-30T22:13:50.102Z,131127
2018-03-30T22:13:57.436Z,131128
2018-03-30T22:14:04.799Z,131129
2018-03-30T22:14:11.979Z,131130
2018-03-30T22:14:12.011Z,131130
2018-03-30T22:14:19.099Z,131131
2018-03-30T22:14:26.072Z,131132
2018-03-30T22:14:33.064Z,131133
2018-03-30T22:14:33.098Z,131133
2018-03-30T22:14:40.143Z,131134
2018-03-30T22:14:40.145Z,131134
2018-03-30T22:14:47.049Z,131135
2018-03-30T22:14:47.066Z,131135
2018-03-30T22:14:54.191Z,131136
2018-03-30T22:14:54.196Z,131136
2018-03-30T22:15:01.2Z,131137
2018-03-30T22:15:08.379Z,131138
2018-03-30T22:15:08.382Z,131138
2018-03-30T22:15:22.48Z,131140
2018-03-30T22:15:29.424Z,131141
2018-03-30T22:15:29.426Z,131141
2018-03-30T22:15:36.298Z,131142
2018-03-30T22:15:36.338Z,131142
